Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Fri, Jan 1, 2016",7:30 pm,Box Score,Dallas Mavericks,82.0,Miami Heat,106.0,,
"Fri, Jan 1, 2016",7:30 pm,Box Score,Charlotte Hornets,94.0,Toronto Raptors,104.0,,
"Fri, Jan 1, 2016",7:00 pm,Box Score,Orlando Magic,91.0,Washington Wizards,103.0,,
"Sat, Jan 2, 2016",3:00 pm,Box Score,Brooklyn Nets,100.0,Boston Celtics,97.0,,
"Sat, Jan 2, 2016",7:00 pm,Box Score,Oklahoma City Thunder,109.0,Charlotte Hornets,90.0,,
"Sat, Jan 2, 2016",7:30 pm,Box Score,Orlando Magic,79.0,Cleveland Cavaliers,104.0,,
"Sat, Jan 2, 2016",8:30 pm,Box Score,New Orleans Pelicans,105.0,Dallas Mavericks,98.0,,
"Sat, Jan 2, 2016",10:30 pm,Box Score,Denver Nuggets,108.0,Golden State Warriors,111.0,OT,
"Sat, Jan 2, 2016",7:00 pm,Box Score,Detroit Pistons,82.0,Indiana Pacers,94.0,,
"Sat, Jan 2, 2016",10:30 pm,Box Score,Philadelphia 76ers,99.0,Los Angeles Clippers,130.0,,
"Sat, Jan 2, 2016",8:00 pm,Box Score,Milwaukee Bucks,95.0,Minnesota Timberwolves,85.0,,
"Sat, Jan 2, 2016",5:00 pm,Box Score,Phoenix Suns,119.0,Sacramento Kings,142.0,,
"Sat, Jan 2, 2016",8:30 pm,Box Score,Houston Rockets,103.0,San Antonio Spurs,121.0,,
"Sat, Jan 2, 2016",9:00 pm,Box Score,Memphis Grizzlies,87.0,Utah Jazz,92.0,OT,
"Sun, Jan 3, 2016",9:00 pm,Box Score,Portland Trail Blazers,112.0,Denver Nuggets,106.0,,
"Sun, Jan 3, 2016",9:30 pm,Box Score,Phoenix Suns,77.0,Los Angeles Lakers,97.0,,
"Sun, Jan 3, 2016",3:30 pm,Box Score,Atlanta Hawks,97.0,New York Knicks,111.0,,
"Sun, Jan 3, 2016",3:30 pm,Box Score,Chicago Bulls,115.0,Toronto Raptors,113.0,,
"Sun, Jan 3, 2016",6:00 pm,Box Score,Miami Heat,97.0,Washington Wizards,75.0,,
"Mon, Jan 4, 2016",7:30 pm,Box Score,Boston Celtics,103.0,Brooklyn Nets,94.0,,
"Mon, Jan 4, 2016",7:00 pm,Box Score,Toronto Raptors,100.0,Cleveland Cavaliers,122.0,,
"Mon, Jan 4, 2016",7:30 pm,Box Score,Orlando Magic,89.0,Detroit Pistons,115.0,,
"Mon, Jan 4, 2016",10:30 pm,Box Score,Charlotte Hornets,101.0,Golden State Warriors,111.0,,
"Mon, Jan 4, 2016",7:30 pm,Box Score,Indiana Pacers,100.0,Miami Heat,103.0,OT,
"Mon, Jan 4, 2016",8:00 pm,Box Score,San Antonio Spurs,123.0,Milwaukee Bucks,98.0,,
"Mon, Jan 4, 2016",8:00 pm,Box Score,Sacramento Kings,116.0,Oklahoma City Thunder,104.0,,
"Mon, Jan 4, 2016",7:00 pm,Box Score,Minnesota Timberwolves,99.0,Philadelphia 76ers,109.0,,
"Mon, Jan 4, 2016",10:00 pm,Box Score,Memphis Grizzlies,91.0,Portland Trail Blazers,78.0,,
"Mon, Jan 4, 2016",9:00 pm,Box Score,Houston Rockets,93.0,Utah Jazz,91.0,,
"Tue, Jan 5, 2016",8:00 pm,Box Score,New York Knicks,107.0,Atlanta Hawks,101.0,,
"Tue, Jan 5, 2016",8:00 pm,Box Score,Milwaukee Bucks,106.0,Chicago Bulls,117.0,,
"Tue, Jan 5, 2016",8:30 pm,Box Score,Sacramento Kings,116.0,Dallas Mavericks,117.0,2OT,
"Tue, Jan 5, 2016",10:30 pm,Box Score,Golden State Warriors,109.0,Los Angeles Lakers,88.0,,
"Wed, Jan 6, 2016",7:30 pm,Box Score,Detroit Pistons,99.0,Boston Celtics,94.0,,
"Wed, Jan 6, 2016",7:30 pm,Box Score,Toronto Raptors,91.0,Brooklyn Nets,74.0,,
"Wed, Jan 6, 2016",7:00 pm,Box Score,New York Knicks,98.0,Miami Heat,90.0,,
"Wed, Jan 6, 2016",8:00 pm,Box Score,Denver Nuggets,78.0,Minnesota Timberwolves,74.0,,
"Wed, Jan 6, 2016",8:00 pm,Box Score,Dallas Mavericks,100.0,New Orleans Pelicans,91.0,,
"Wed, Jan 6, 2016",9:30 pm,Box Score,Memphis Grizzlies,94.0,Oklahoma City Thunder,112.0,,
"Wed, Jan 6, 2016",7:00 pm,Box Score,Indiana Pacers,95.0,Orlando Magic,86.0,,
"Wed, Jan 6, 2016",9:00 pm,Box Score,Charlotte Hornets,102.0,Phoenix Suns,111.0,,
"Wed, Jan 6, 2016",10:00 pm,Box Score,Los Angeles Clippers,109.0,Portland Trail Blazers,98.0,,
"Wed, Jan 6, 2016",8:30 pm,Box Score,Utah Jazz,98.0,San Antonio Spurs,123.0,,
"Wed, Jan 6, 2016",7:00 pm,Box Score,Cleveland Cavaliers,121.0,Washington Wizards,115.0,,
"Thu, Jan 7, 2016",8:00 pm,Box Score,Boston Celtics,92.0,Chicago Bulls,101.0,,
"Thu, Jan 7, 2016",8:00 pm,Box Score,Utah Jazz,94.0,Houston Rockets,103.0,,
"Thu, Jan 7, 2016",7:00 pm,Box Score,Atlanta Hawks,126.0,Philadelphia 76ers,98.0,,
"Thu, Jan 7, 2016",10:30 pm,Box Score,Los Angeles Lakers,115.0,Sacramento Kings,118.0,,
"Fri, Jan 8, 2016",7:30 pm,Box Score,Orlando Magic,83.0,Brooklyn Nets,77.0,,
"Fri, Jan 8, 2016",10:30 pm,Box Score,Oklahoma City Thunder,117.0,Los Angeles Lakers,113.0,,
"Fri, Jan 8, 2016",8:00 pm,Box Score,Denver Nuggets,84.0,Memphis Grizzlies,91.0,,
"Fri, Jan 8, 2016",8:00 pm,Box Score,Dallas Mavericks,95.0,Milwaukee Bucks,96.0,,
"Fri, Jan 8, 2016",8:00 pm,Box Score,Cleveland Cavaliers,125.0,Minnesota Timberwolves,99.0,,
"Fri, Jan 8, 2016",8:00 pm,Box Score,Indiana Pacers,91.0,New Orleans Pelicans,86.0,,
"Fri, Jan 8, 2016",9:30 pm,Box Score,Miami Heat,103.0,Phoenix Suns,95.0,,
"Fri, Jan 8, 2016",10:00 pm,Box Score,Golden State Warriors,128.0,Portland Trail Blazers,108.0,,
"Fri, Jan 8, 2016",8:30 pm,Box Score,New York Knicks,99.0,San Antonio Spurs,100.0,,
"Fri, Jan 8, 2016",7:00 pm,Box Score,Toronto Raptors,97.0,Washington Wizards,88.0,,
"Sat, Jan 9, 2016",5:00 pm,Box Score,Chicago Bulls,105.0,Atlanta Hawks,120.0,,
"Sat, Jan 9, 2016",7:30 pm,Box Score,Brooklyn Nets,89.0,Detroit Pistons,103.0,,
"Sat, Jan 9, 2016",3:30 pm,Box Score,Charlotte Hornets,83.0,Los Angeles Clippers,97.0,,
"Sat, Jan 9, 2016",7:00 pm,Box Score,Washington Wizards,105.0,Orlando Magic,99.0,,
"Sat, Jan 9, 2016",7:30 pm,Box Score,Toronto Raptors,108.0,Philadelphia 76ers,95.0,,
"Sat, Jan 9, 2016",10:00 pm,Box Score,Golden State Warriors,128.0,Sacramento Kings,116.0,,
"Sat, Jan 9, 2016",9:00 pm,Box Score,Miami Heat,83.0,Utah Jazz,98.0,,
"Sun, Jan 10, 2016",8:00 pm,Box Score,Charlotte Hornets,92.0,Denver Nuggets,95.0,,
"Sun, Jan 10, 2016",7:00 pm,Box Score,Indiana Pacers,103.0,Houston Rockets,107.0,OT,
"Sun, Jan 10, 2016",3:30 pm,Box Score,New Orleans Pelicans,111.0,Los Angeles Clippers,114.0,OT,
"Sun, Jan 10, 2016",9:30 pm,Box Score,Utah Jazz,86.0,Los Angeles Lakers,74.0,,
"Sun, Jan 10, 2016",6:00 pm,Box Score,Boston Celtics,98.0,Memphis Grizzlies,101.0,,
"Sun, Jan 10, 2016",5:00 pm,Box Score,Dallas Mavericks,93.0,Minnesota Timberwolves,87.0,,
"Sun, Jan 10, 2016",7:30 pm,Box Score,Milwaukee Bucks,88.0,New York Knicks,100.0,,
"Sun, Jan 10, 2016",6:00 pm,Box Score,Cleveland Cavaliers,95.0,Philadelphia 76ers,85.0,,
"Sun, Jan 10, 2016",9:00 pm,Box Score,Oklahoma City Thunder,110.0,Portland Trail Blazers,115.0,,
"Mon, Jan 11, 2016",7:30 pm,Box Score,San Antonio Spurs,106.0,Brooklyn Nets,79.0,,
"Mon, Jan 11, 2016",8:00 pm,Box Score,Washington Wizards,114.0,Chicago Bulls,100.0,,
"Mon, Jan 11, 2016",10:30 pm,Box Score,Miami Heat,103.0,Golden State Warriors,111.0,,
"Tue, Jan 12, 2016",8:30 pm,Box Score,Cleveland Cavaliers,110.0,Dallas Mavericks,107.0,OT,
"Tue, Jan 12, 2016",7:30 pm,Box Score,San Antonio Spurs,109.0,Detroit Pistons,99.0,,
"Tue, Jan 12, 2016",7:00 pm,Box Score,Phoenix Suns,97.0,Indiana Pacers,116.0,,
"Tue, Jan 12, 2016",10:30 pm,Box Score,New Orleans Pelicans,91.0,Los Angeles Lakers,95.0,,
"Tue, Jan 12, 2016",8:00 pm,Box Score,Houston Rockets,107.0,Memphis Grizzlies,91.0,,
"Tue, Jan 12, 2016",8:00 pm,Box Score,Chicago Bulls,101.0,Milwaukee Bucks,106.0,,
"Tue, Jan 12, 2016",8:00 pm,Box Score,Oklahoma City Thunder,101.0,Minnesota Timberwolves,96.0,,
"Tue, Jan 12, 2016",7:30 pm,Box Score,Boston Celtics,114.0,New York Knicks,120.0,,
"Wed, Jan 13, 2016",8:00 pm,Box Score,Indiana Pacers,94.0,Boston Celtics,103.0,,
"Wed, Jan 13, 2016",7:30 pm,Box Score,New York Knicks,104.0,Brooklyn Nets,110.0,,
"Wed, Jan 13, 2016",7:00 pm,Box Score,Atlanta Hawks,84.0,Charlotte Hornets,107.0,,
"Wed, Jan 13, 2016",9:00 pm,Box Score,Golden State Warriors,110.0,Denver Nuggets,112.0,,
"Wed, Jan 13, 2016",8:00 pm,Box Score,Minnesota Timberwolves,104.0,Houston Rockets,107.0,,
"Wed, Jan 13, 2016",10:30 pm,Box Score,Miami Heat,90.0,Los Angeles Clippers,104.0,,
"Wed, Jan 13, 2016",8:00 pm,Box Score,Dallas Mavericks,89.0,Oklahoma City Thunder,108.0,,
"Wed, Jan 13, 2016",10:00 pm,Box Score,Utah Jazz,85.0,Portland Trail Blazers,99.0,,
"Wed, Jan 13, 2016",10:00 pm,Box Score,New Orleans Pelicans,109.0,Sacramento Kings,97.0,,
"Wed, Jan 13, 2016",7:00 pm,Box Score,Milwaukee Bucks,101.0,Washington Wizards,106.0,,
"Thu, Jan 14, 2016",10:30 pm,Box Score,Los Angeles Lakers,98.0,Golden State Warriors,116.0,,
"Thu, Jan 14, 2016",8:00 pm,Box Score,Detroit Pistons,101.0,Memphis Grizzlies,103.0,,
"Thu, Jan 14, 2016",3:00 pm,Box Score,Toronto Raptors,106.0,Orlando Magic,103.0,OT,"at London, England"
"Thu, Jan 14, 2016",7:00 pm,Box Score,Chicago Bulls,115.0,Philadelphia 76ers,111.0,OT,
"Thu, Jan 14, 2016",8:00 pm,Box Score,Cleveland Cavaliers,95.0,San Antonio Spurs,99.0,,
"Thu, Jan 14, 2016",9:00 pm,Box Score,Sacramento Kings,103.0,Utah Jazz,101.0,,
"Fri, Jan 15, 2016",7:30 pm,Box Score,Phoenix Suns,103.0,Boston Celtics,117.0,,
"Fri, Jan 15, 2016",7:30 pm,Box Score,Portland Trail Blazers,116.0,Brooklyn Nets,104.0,,
"Fri, Jan 15, 2016",8:00 pm,Box Score,Dallas Mavericks,83.0,Chicago Bulls,77.0,,
"Fri, Jan 15, 2016",9:00 pm,Box Score,Miami Heat,98.0,Denver Nuggets,95.0,,
"Fri, Jan 15, 2016",9:30 pm,Box Score,Cleveland Cavaliers,91.0,Houston Rockets,77.0,,
"Fri, Jan 15, 2016",7:00 pm,Box Score,Washington Wizards,118.0,Indiana Pacers,104.0,,
"Fri, Jan 15, 2016",8:00 pm,Box Score,Atlanta Hawks,101.0,Milwaukee Bucks,108.0,OT,
"Fri, Jan 15, 2016",8:00 pm,Box Score,Charlotte Hornets,107.0,New Orleans Pelicans,109.0,,
"Fri, Jan 15, 2016",7:00 pm,Box Score,Minnesota Timberwolves,93.0,Oklahoma City Thunder,113.0,,
"Sat, Jan 16, 2016",7:30 pm,Box Score,Brooklyn Nets,86.0,Atlanta Hawks,114.0,,
"Sat, Jan 16, 2016",7:00 pm,Box Score,Milwaukee Bucks,105.0,Charlotte Hornets,92.0,,
"Sat, Jan 16, 2016",7:30 pm,Box Score,Golden State Warriors,95.0,Detroit Pistons,113.0,,
"Sat, Jan 16, 2016",10:30 pm,Box Score,Sacramento Kings,110.0,Los Angeles Clippers,103.0,,
"Sat, Jan 16, 2016",8:00 pm,Box Score,New York Knicks,95.0,Memphis Grizzlies,103.0,,
"Sat, Jan 16, 2016",7:30 pm,Box Score,Portland Trail Blazers,89.0,Philadelphia 76ers,114.0,,
"Sat, Jan 16, 2016",9:00 pm,Box Score,Los Angeles Lakers,82.0,Utah Jazz,109.0,,
"Sat, Jan 16, 2016",7:30 pm,Box Score,Boston Celtics,119.0,Washington Wizards,117.0,,
"Sun, Jan 17, 2016",8:00 pm,Box Score,Indiana Pacers,126.0,Denver Nuggets,129.0,,
"Sun, Jan 17, 2016",9:30 pm,Box Score,Houston Rockets,112.0,Los Angeles Lakers,95.0,,
"Sun, Jan 17, 2016",3:30 pm,Box Score,Phoenix Suns,87.0,Minnesota Timberwolves,117.0,,
"Sun, Jan 17, 2016",7:00 pm,Box Score,Miami Heat,74.0,Oklahoma City Thunder,99.0,,
"Sun, Jan 17, 2016",7:00 pm,Box Score,Dallas Mavericks,83.0,San Antonio Spurs,112.0,,
"Mon, Jan 18, 2016",5:00 pm,Box Score,Orlando Magic,81.0,Atlanta Hawks,98.0,,
"Mon, Jan 18, 2016",2:00 pm,Box Score,Utah Jazz,119.0,Charlotte Hornets,124.0,2OT,
"Mon, Jan 18, 2016",8:00 pm,Box Score,Golden State Warriors,132.0,Cleveland Cavaliers,98.0,,
"Mon, Jan 18, 2016",8:30 pm,Box Score,Boston Celtics,113.0,Dallas Mavericks,118.0,OT,
"Mon, Jan 18, 2016",3:30 pm,Box Score,Chicago Bulls,111.0,Detroit Pistons,101.0,,
"Mon, Jan 18, 2016",10:30 pm,Box Score,Houston Rockets,132.0,Los Angeles Clippers,140.0,OT,
"Mon, Jan 18, 2016",2:30 pm,Box Score,New Orleans Pelicans,99.0,Memphis Grizzlies,101.0,,
"Mon, Jan 18, 2016",1:00 pm,Box Score,Philadelphia 76ers,113.0,New York Knicks,119.0,2OT,
"Mon, Jan 18, 2016",7:30 pm,Box Score,Brooklyn Nets,100.0,Toronto Raptors,112.0,,
"Mon, Jan 18, 2016",2:00 pm,Box Score,Portland Trail Blazers,108.0,Washington Wizards,98.0,,
"Tue, Jan 19, 2016",9:00 pm,Box Score,Oklahoma City Thunder,110.0,Denver Nuggets,104.0,,
"Tue, Jan 19, 2016",7:30 pm,Box Score,Milwaukee Bucks,91.0,Miami Heat,79.0,,
"Tue, Jan 19, 2016",8:00 pm,Box Score,Minnesota Timberwolves,99.0,New Orleans Pelicans,114.0,,
"Tue, Jan 19, 2016",9:00 pm,Box Score,Indiana Pacers,97.0,Phoenix Suns,94.0,,
"Wed, Jan 20, 2016",7:30 pm,Box Score,Cleveland Cavaliers,91.0,Brooklyn Nets,78.0,,
"Wed, Jan 20, 2016",8:00 pm,Box Score,Golden State Warriors,125.0,Chicago Bulls,94.0,,
"Wed, Jan 20, 2016",8:30 pm,Box Score,Minnesota Timberwolves,94.0,Dallas Mavericks,106.0,OT,
"Wed, Jan 20, 2016",8:00 pm,Box Score,Detroit Pistons,123.0,Houston Rockets,114.0,,
"Wed, Jan 20, 2016",10:30 pm,Box Score,Sacramento Kings,112.0,Los Angeles Lakers,93.0,,
"Wed, Jan 20, 2016",7:30 pm,Box Score,Utah Jazz,111.0,New York Knicks,118.0,OT,
"Wed, Jan 20, 2016",8:00 pm,Box Score,Charlotte Hornets,95.0,Oklahoma City Thunder,109.0,,
"Wed, Jan 20, 2016",7:00 pm,Box Score,Philadelphia 76ers,96.0,Orlando Magic,87.0,,
"Wed, Jan 20, 2016",10:30 pm,Box Score,Atlanta Hawks,104.0,Portland Trail Blazers,98.0,,
"Wed, Jan 20, 2016",7:30 pm,Box Score,Boston Celtics,109.0,Toronto Raptors,115.0,,
"Wed, Jan 20, 2016",7:00 pm,Box Score,Miami Heat,87.0,Washington Wizards,106.0,,
"Thu, Jan 21, 2016",8:00 pm,Box Score,Los Angeles Clippers,102.0,Cleveland Cavaliers,115.0,,
"Thu, Jan 21, 2016",9:00 pm,Box Score,Memphis Grizzlies,102.0,Denver Nuggets,101.0,,
"Thu, Jan 21, 2016",8:00 pm,Box Score,Detroit Pistons,99.0,New Orleans Pelicans,115.0,,
"Thu, Jan 21, 2016",10:30 pm,Box Score,San Antonio Spurs,117.0,Phoenix Suns,89.0,,
"Thu, Jan 21, 2016",10:00 pm,Box Score,Atlanta Hawks,88.0,Sacramento Kings,91.0,,
"Fri, Jan 22, 2016",7:30 pm,Box Score,Chicago Bulls,101.0,Boston Celtics,110.0,,
"Fri, Jan 22, 2016",7:30 pm,Box Score,Utah Jazz,108.0,Brooklyn Nets,86.0,,
"Fri, Jan 22, 2016",8:30 pm,Box Score,Oklahoma City Thunder,109.0,Dallas Mavericks,106.0,,
"Fri, Jan 22, 2016",10:30 pm,Box Score,Indiana Pacers,110.0,Golden State Warriors,122.0,,
"Fri, Jan 22, 2016",8:00 pm,Box Score,Milwaukee Bucks,98.0,Houston Rockets,102.0,,
"Fri, Jan 22, 2016",10:30 pm,Box Score,San Antonio Spurs,108.0,Los Angeles Lakers,95.0,,
"Fri, Jan 22, 2016",7:30 pm,Box Score,Los Angeles Clippers,116.0,New York Knicks,88.0,,
"Fri, Jan 22, 2016",7:00 pm,Box Score,Charlotte Hornets,120.0,Orlando Magic,116.0,OT,
"Fri, Jan 22, 2016",8:00 pm,Box Score,Miami Heat,81.0,Toronto Raptors,101.0,,
"Sat, Jan 23, 2016",7:00 pm,Box Score,New York Knicks,84.0,Charlotte Hornets,97.0,,
"Sat, Jan 23, 2016",8:30 pm,Box Score,Chicago Bulls,96.0,Cleveland Cavaliers,83.0,,
"Sat, Jan 23, 2016",9:30 pm,Box Score,Detroit Pistons,101.0,Denver Nuggets,104.0,,
"Sat, Jan 23, 2016",8:00 pm,Box Score,Memphis Grizzlies,101.0,Minnesota Timberwolves,106.0,,
"Sat, Jan 23, 2016",7:00 pm,Box Score,Milwaukee Bucks,99.0,New Orleans Pelicans,116.0,,
"Sat, Jan 23, 2016",9:00 pm,Box Score,Atlanta Hawks,95.0,Phoenix Suns,98.0,,
"Sat, Jan 23, 2016",10:30 pm,Box Score,Los Angeles Lakers,103.0,Portland Trail Blazers,121.0,,
"Sat, Jan 23, 2016",10:30 pm,Box Score,Indiana Pacers,97.0,Sacramento Kings,108.0,,
"Sun, Jan 24, 2016",7:30 pm,Box Score,Oklahoma City Thunder,106.0,Brooklyn Nets,116.0,,
"Sun, Jan 24, 2016",3:30 pm,Box Score,Dallas Mavericks,104.0,Houston Rockets,115.0,,
"Sun, Jan 24, 2016",7:00 pm,Box Score,Boston Celtics,112.0,Philadelphia 76ers,92.0,,
"Sun, Jan 24, 2016",6:00 pm,Box Score,Los Angeles Clippers,94.0,Toronto Raptors,112.0,,
"Mon, Jan 25, 2016",8:00 pm,Box Score,Miami Heat,89.0,Chicago Bulls,84.0,,
"Mon, Jan 25, 2016",7:00 pm,Box Score,Minnesota Timberwolves,107.0,Cleveland Cavaliers,114.0,,
"Mon, Jan 25, 2016",9:00 pm,Box Score,Atlanta Hawks,119.0,Denver Nuggets,105.0,,
"Mon, Jan 25, 2016",10:30 pm,Box Score,San Antonio Spurs,90.0,Golden State Warriors,120.0,,
"Mon, Jan 25, 2016",8:00 pm,Box Score,Orlando Magic,102.0,Memphis Grizzlies,108.0,OT,
"Mon, Jan 25, 2016",8:00 pm,Box Score,Houston Rockets,112.0,New Orleans Pelicans,111.0,,
"Mon, Jan 25, 2016",10:00 pm,Box Score,Charlotte Hornets,129.0,Sacramento Kings,128.0,2OT,
"Mon, Jan 25, 2016",9:00 pm,Box Score,Detroit Pistons,95.0,Utah Jazz,92.0,,
"Mon, Jan 25, 2016",7:00 pm,Box Score,Boston Celtics,116.0,Washington Wizards,91.0,,
"Tue, Jan 26, 2016",7:30 pm,Box Score,Miami Heat,102.0,Brooklyn Nets,98.0,,
"Tue, Jan 26, 2016",7:00 pm,Box Score,Los Angeles Clippers,91.0,Indiana Pacers,89.0,,
"Tue, Jan 26, 2016",10:30 pm,Box Score,Dallas Mavericks,92.0,Los Angeles Lakers,90.0,,
"Tue, Jan 26, 2016",8:00 pm,Box Score,Orlando Magic,100.0,Milwaukee Bucks,107.0,,
"Tue, Jan 26, 2016",7:30 pm,Box Score,Oklahoma City Thunder,128.0,New York Knicks,122.0,OT,
"Tue, Jan 26, 2016",7:00 pm,Box Score,Phoenix Suns,103.0,Philadelphia 76ers,113.0,,
"Tue, Jan 26, 2016",10:00 pm,Box Score,Sacramento Kings,97.0,Portland Trail Blazers,112.0,,
"Tue, Jan 26, 2016",7:30 pm,Box Score,Washington Wizards,89.0,Toronto Raptors,106.0,,
"Wed, Jan 27, 2016",8:00 pm,Box Score,Los Angeles Clippers,85.0,Atlanta Hawks,83.0,,
"Wed, Jan 27, 2016",7:30 pm,Box Score,Denver Nuggets,103.0,Boston Celtics,111.0,,
"Wed, Jan 27, 2016",7:00 pm,Box Score,Phoenix Suns,93.0,Cleveland Cavaliers,115.0,,
"Wed, Jan 27, 2016",7:30 pm,Box Score,Philadelphia 76ers,97.0,Detroit Pistons,110.0,,
"Wed, Jan 27, 2016",10:30 pm,Box Score,Dallas Mavericks,107.0,Golden State Warriors,127.0,,
"Wed, Jan 27, 2016",8:00 pm,Box Score,Oklahoma City Thunder,126.0,Minnesota Timberwolves,123.0,,
"Wed, Jan 27, 2016",8:00 pm,Box Score,Houston Rockets,99.0,San Antonio Spurs,130.0,,
"Wed, Jan 27, 2016",9:00 pm,Box Score,Charlotte Hornets,73.0,Utah Jazz,102.0,,
"Thu, Jan 28, 2016",7:00 pm,Box Score,Atlanta Hawks,92.0,Indiana Pacers,111.0,,
"Thu, Jan 28, 2016",10:30 pm,Box Score,Chicago Bulls,114.0,Los Angeles Lakers,91.0,,
"Thu, Jan 28, 2016",8:00 pm,Box Score,Milwaukee Bucks,83.0,Memphis Grizzlies,103.0,,
"Thu, Jan 28, 2016",8:00 pm,Box Score,Sacramento Kings,105.0,New Orleans Pelicans,114.0,,
"Thu, Jan 28, 2016",8:00 pm,Box Score,New York Knicks,93.0,Toronto Raptors,103.0,,
"Thu, Jan 28, 2016",7:00 pm,Box Score,Denver Nuggets,117.0,Washington Wizards,113.0,,
"Fri, Jan 29, 2016",7:30 pm,Box Score,Orlando Magic,94.0,Boston Celtics,113.0,,
"Fri, Jan 29, 2016",8:30 pm,Box Score,Brooklyn Nets,79.0,Dallas Mavericks,91.0,,
"Fri, Jan 29, 2016",7:30 pm,Box Score,Cleveland Cavaliers,114.0,Detroit Pistons,106.0,,
"Fri, Jan 29, 2016",10:30 pm,Box Score,Los Angeles Lakers,93.0,Los Angeles Clippers,105.0,,
"Fri, Jan 29, 2016",8:00 pm,Box Score,Miami Heat,107.0,Milwaukee Bucks,103.0,,
"Fri, Jan 29, 2016",7:30 pm,Box Score,Phoenix Suns,84.0,New York Knicks,102.0,,
"Fri, Jan 29, 2016",8:00 pm,Box Score,Houston Rockets,108.0,Oklahoma City Thunder,116.0,,
"Fri, Jan 29, 2016",10:00 pm,Box Score,Charlotte Hornets,91.0,Portland Trail Blazers,109.0,,
"Fri, Jan 29, 2016",9:00 pm,Box Score,Minnesota Timberwolves,90.0,Utah Jazz,103.0,,
"Sat, Jan 30, 2016",8:30 pm,Box Score,San Antonio Spurs,103.0,Cleveland Cavaliers,117.0,,
"Sat, Jan 30, 2016",8:00 pm,Box Score,Washington Wizards,123.0,Houston Rockets,122.0,,
"Sat, Jan 30, 2016",7:00 pm,Box Score,Denver Nuggets,105.0,Indiana Pacers,109.0,OT,
"Sat, Jan 30, 2016",8:00 pm,Box Score,Sacramento Kings,117.0,Memphis Grizzlies,121.0,,
"Sat, Jan 30, 2016",7:00 pm,Box Score,Brooklyn Nets,103.0,New Orleans Pelicans,105.0,,
"Sat, Jan 30, 2016",5:00 pm,Box Score,Golden State Warriors,108.0,Philadelphia 76ers,105.0,,
"Sat, Jan 30, 2016",6:30 pm,Box Score,Detroit Pistons,107.0,Toronto Raptors,111.0,,
"Sun, Jan 31, 2016",7:00 pm,Box Score,Phoenix Suns,78.0,Dallas Mavericks,91.0,,
"Sun, Jan 31, 2016",3:30 pm,Box Score,Chicago Bulls,93.0,Los Angeles Clippers,120.0,,
"Sun, Jan 31, 2016",9:30 pm,Box Score,Charlotte Hornets,101.0,Los Angeles Lakers,82.0,,
"Sun, Jan 31, 2016",6:00 pm,Box Score,Atlanta Hawks,87.0,Miami Heat,105.0,,
"Sun, Jan 31, 2016",7:30 pm,Box Score,Golden State Warriors,116.0,New York Knicks,95.0,,
"Sun, Jan 31, 2016",6:00 pm,Box Score,Boston Celtics,114.0,Orlando Magic,119.0,,
"Sun, Jan 31, 2016",9:00 pm,Box Score,Minnesota Timberwolves,93.0,Portland Trail Blazers,96.0,,
February,,,,,,,,
"Mon, Feb 1, 2016",8:00 pm,Box Score,Dallas Mavericks,97.0,Atlanta Hawks,112.0,,
"Mon, Feb 1, 2016",7:30 pm,Box Score,Detroit Pistons,105.0,Brooklyn Nets,100.0,,
"Mon, Feb 1, 2016",9:00 pm,Box Score,Toronto Raptors,93.0,Denver Nuggets,112.0,,
"Mon, Feb 1, 2016",7:00 pm,Box Score,Cleveland Cavaliers,111.0,Indiana Pacers,106.0,OT,
"Mon, Feb 1, 2016",8:00 pm,Box Score,Memphis Grizzlies,110.0,New Orleans Pelicans,95.0,,
"Mon, Feb 1, 2016",8:00 pm,Box Score,Washington Wizards,98.0,Oklahoma City Thunder,114.0,,
"Mon, Feb 1, 2016",10:00 pm,Box Score,Milwaukee Bucks,104.0,Sacramento Kings,111.0,,
"Mon, Feb 1, 2016",8:30 pm,Box Score,Orlando Magic,92.0,San Antonio Spurs,107.0,,
"Mon, Feb 1, 2016",9:00 pm,Box Score,Chicago Bulls,96.0,Utah Jazz,105.0,OT,
"Tue, Feb 2, 2016",8:00 pm,Box Score,Miami Heat,102.0,Houston Rockets,115.0,,
"Tue, Feb 2, 2016",10:30 pm,Box Score,Minnesota Timberwolves,115.0,Los Angeles Lakers,119.0,,
"Tue, Feb 2, 2016",7:30 pm,Box Score,Boston Celtics,97.0,New York Knicks,89.0,,
"Tue, Feb 2, 2016",9:00 pm,Box Score,Toronto Raptors,104.0,Phoenix Suns,97.0,,
"Tue, Feb 2, 2016",10:00 pm,Box Score,Milwaukee Bucks,95.0,Portland Trail Blazers,107.0,,
"Wed, Feb 3, 2016",7:30 pm,Box Score,Detroit Pistons,95.0,Boston Celtics,102.0,,
"Wed, Feb 3, 2016",7:30 pm,Box Score,Indiana Pacers,114.0,Brooklyn Nets,100.0,,
"Wed, Feb 3, 2016",7:00 pm,Box Score,Cleveland Cavaliers,97.0,Charlotte Hornets,106.0,,
"Wed, Feb 3, 2016",8:30 pm,Box Score,Miami Heat,93.0,Dallas Mavericks,90.0,,
